ID,Company,Currency,Date,Exchange Rate,Net Total (Company Currency),Posting Time,Series,Status,Supplier,ID (Items),Conversion Factor (Items),Item Code (Items),Item Name (Items),Rate (Company Currency) (Items),Received Quantity (Items),Stock UOM (Items),UOM (Items),Purchase Order (Items),Purchase Order Item (Items),Accepted Warehouse (Items),Tax Rate (Purchase Taxes and Charges),Account Head (Purchase Taxes and Charges),Accepted Quantity (Items),Description (Purchase Taxes and Charges),Type (Purchase Taxes and Charges),Add or Deduct (Purchase Taxes and Charges),Consider Tax or Charge for (Purchase Taxes and Charges),Batch No (Items)
MAT-PRE-2024-00061,Velo GmbH,EUR,2020-07-28,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-8452,umcfruakuo,1.0,COMP-0016,Vorbau Verstellbarer Vorbau,25.0,500.0,Nos,Nos,PUR-ORD-2024-00082,ulmliv23io,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-VOR-20240314-5581
MAT-PRE-2024-00062,Velo GmbH,EUR,2021-10-01,"1,00",2500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-5367,umcl2kfa30,1.0,COMP-0034,Griffe Standard,5.0,500.0,Nos,Nos,PUR-ORD-2024-00083,ulmo7hpmh1,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-GRI-20240221-260
MAT-PRE-2024-00063,Velo GmbH,EUR,2020-05-14,"1,00",20000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-3188,umcrrj2lg3,1.0,COMP-0014,Bremsen Scheibenbremsen mechanisch,40.0,500.0,Nos,Nos,PUR-ORD-2024-00084,ulmr1apfcs,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-BRE-20240709-8183
MAT-PRE-2024-00064,Velo GmbH,EUR,2020-10-30,"1,00",40000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4770,umd1ce8h18,1.0,COMP-0013,Controller Leistungsstark,80.0,500.0,Nos,Nos,PUR-ORD-2024-00085,ulmupuu165,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-CON-20240524-2835
MAT-PRE-2024-00065,Velo GmbH,EUR,2023-01-17,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4365,umd7dvq82t,1.0,COMP-0001,Lenker Flatbar,25.0,500.0,Nos,Nos,PUR-ORD-2024-00086,uln194n1rc,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-LEN-20240920-7543
MAT-PRE-2024-00066,Velo GmbH,EUR,2022-12-27,"1,00",40000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9071,umdca1fa4m,1.0,COMP-0003,Controller Leistungsstark,80.0,500.0,Nos,Nos,PUR-ORD-2024-00087,uln5h5gatd,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-CON-20240317-747
MAT-PRE-2024-00067,Velo GmbH,EUR,2024-04-27,"1,00",17500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-6297,umdibgimiu,1.0,COMP-0043,Kurbel 2-fach,35.0,500.0,Nos,Nos,PUR-ORD-2024-00088,uln8aatvo6,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-KUR-20240830-8498
MAT-PRE-2024-00068,Velo GmbH,EUR,2021-04-18,"1,00",10000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4108,umdta0du7j,1.0,COMP-0025,Sattel Komfort,20.0,500.0,Nos,Nos,PUR-ORD-2024-00090,ulne6j24jd,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SAT-20240328-8755
MAT-PRE-2024-00069,Velo GmbH,EUR,2022-01-23,"1,00",40000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9071,ume3njr4sk,1.0,COMP-0003,Controller Leistungsstark,80.0,500.0,Nos,Nos,PUR-ORD-2024-00091,ulnhbu5leo,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-CON-20240317-747
MAT-PRE-2024-00070,Velo GmbH,EUR,2020-12-16,"1,00",90000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9071,ume96gu0ib,1.0,COMP-0037,Schaltung 2x11 Rennrad,180.0,500.0,Nos,Nos,PUR-ORD-2024-00092,ulnkql6vjl,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SCH-20240830-713
MAT-PRE-2024-00071,Velo GmbH,EUR,2023-12-27,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-8452,umegjvka81,1.0,COMP-0016,Vorbau Verstellbarer Vorbau,25.0,500.0,Nos,Nos,PUR-ORD-2024-00093,ulnn4rstip,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-VOR-20240314-5581
MAT-PRE-2024-00072,Velo GmbH,EUR,2022-05-23,"1,00",100000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-7331,umem568ras,1.0,COMP-0028,Motor Mittelmotor 500W,200.0,500.0,Nos,Nos,PUR-ORD-2024-00094,ulnqlq64oi,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-MOT-20240905-2289
MAT-PRE-2024-00073,Velo GmbH,EUR,2023-03-12,"1,00",25000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-8367,umesfmh0it,1.0,COMP-0006,Display LCD,50.0,500.0,Nos,Nos,PUR-ORD-2024-00095,ulnthjb30c,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-DIS-20240717-177
MAT-PRE-2024-00074,Velo GmbH,EUR,2020-03-24,"1,00",90000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9946,umf26aic7f,1.0,COMP-0011,Akku Zusatzakku,180.0,500.0,Nos,Nos,PUR-ORD-2024-00096,ulo0ro2mld,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-AKK-20240503-5705
MAT-PRE-2024-00075,Velo GmbH,EUR,2024-09-11,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9131,umf89012mk,1.0,COMP-0020,Sattel Gel,25.0,500.0,Nos,Nos,PUR-ORD-2024-00097,ulo4omjnn3,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SAT-20240329-2284
MAT-PRE-2024-00076,Velo GmbH,EUR,2021-05-17,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-1347,umfej1hc6s,1.0,COMP-0029,Lenker Flatbar,25.0,500.0,Nos,Nos,PUR-ORD-2024-00098,ulo7n9d0jg,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-LEN-20240111-8096
MAT-PRE-2024-00077,Velo GmbH,EUR,2020-06-30,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4108,umfk213vhn,1.0,COMP-0035,"Reifen Gravel 29""",25.0,500.0,Nos,Nos,PUR-ORD-2024-00099,uloacsb38b,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-REI-20241016-2083
MAT-PRE-2024-00078,Velo GmbH,EUR,2024-08-17,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-1347,umfqsq76sk,1.0,COMP-0029,Lenker Flatbar,25.0,500.0,Nos,Nos,PUR-ORD-2024-00100,ulodda1u10,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-LEN-20240111-8096
MAT-PRE-2024-00079,Velo GmbH,EUR,2019-11-29,"1,00",30000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-2823,umg0n1bgga,1.0,COMP-0032,Controller Standard,60.0,500.0,Nos,Nos,PUR-ORD-2024-00101,ulogs5s8b2,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-CON-20240615-2949
MAT-PRE-2024-00080,Velo GmbH,EUR,2021-04-29,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4108,umg5i55ph1,1.0,COMP-0035,"Reifen Gravel 29""",25.0,500.0,Nos,Nos,PUR-ORD-2024-00102,uloj7uab7d,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-REI-20241016-2083
MAT-PRE-2024-00081,Velo GmbH,EUR,2023-12-08,"1,00",20000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9946,umgbig2k66,1.0,COMP-0044,Schaltung 7-Gang,40.0,500.0,Nos,Nos,PUR-ORD-2024-00103,ulol3v29o1,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SCH-20240602-46
MAT-PRE-2024-00082,Velo GmbH,EUR,2023-05-01,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4365,umghdv4enu,1.0,COMP-0001,Lenker Flatbar,25.0,500.0,Nos,Nos,PUR-ORD-2024-00104,uloobitlu5,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-LEN-20240920-7543
MAT-PRE-2024-00083,Velo GmbH,EUR,2024-08-24,"1,00",25000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-8367,umgn3bs95h,1.0,COMP-0006,Display LCD,50.0,500.0,Nos,Nos,PUR-ORD-2024-00105,ulors91pi6,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-DIS-20240717-177
MAT-PRE-2024-00084,Velo GmbH,EUR,2023-09-24,"1,00",2500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-5367,umgt5lh01v,1.0,COMP-0034,Griffe Standard,5.0,500.0,Nos,Nos,PUR-ORD-2024-00106,uloujvna92,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-GRI-20240221-260
MAT-PRE-2024-00085,Velo GmbH,EUR,2021-12-04,"1,00",7500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-2823,umh3oc1cff,1.0,COMP-0040,Vorbau Standardvorbau,15.0,500.0,Nos,Nos,PUR-ORD-2024-00107,ulp1ek33f2,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-VOR-20240608-1679
MAT-PRE-2024-00086,Velo GmbH,EUR,2023-02-01,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4365,umh96rk99c,1.0,COMP-0001,Lenker Flatbar,25.0,500.0,Nos,Nos,PUR-ORD-2024-00108,ulp4ub8bpp,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-LEN-20240920-7543
MAT-PRE-2024-00087,Velo GmbH,EUR,2019-11-20,"1,00",20000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-3188,umhfu3r221,1.0,COMP-0014,Bremsen Scheibenbremsen mechanisch,40.0,500.0,Nos,Nos,PUR-ORD-2024-00109,ulp7ugs7dn,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-BRE-20240709-8183
MAT-PRE-2024-00088,Velo GmbH,EUR,2022-05-03,"1,00",100000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9123,umhl3061pt,1.0,COMP-0007,Motor Mittelmotor 500W,200.0,500.0,Nos,Nos,PUR-ORD-2024-00110,ulpavatdak,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-MOT-20240525-6386
MAT-PRE-2024-00089,Velo GmbH,EUR,2022-06-21,"1,00",10000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-7127,umhr78ls2h,1.0,COMP-0012,Steuersatz Integriert,20.0,500.0,Nos,Nos,PUR-ORD-2024-00111,ulpdsqalqu,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-STE-20241003-6246
MAT-PRE-2024-00090,Velo GmbH,EUR,2024-05-23,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-7885,umi1ufgu2o,1.0,COMP-0048,Steuersatz Semi-integriert,25.0,500.0,Nos,Nos,PUR-ORD-2024-00112,ulpgcb1e26,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-STE-20240916-7276
MAT-PRE-2024-00091,Velo GmbH,EUR,2023-07-26,"1,00",2500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-5367,umi7o99vi3,1.0,COMP-0034,Griffe Standard,5.0,500.0,Nos,Nos,PUR-ORD-2024-00113,ulpjbpdm77,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-GRI-20240221-260
MAT-PRE-2024-00092,Velo GmbH,EUR,2020-07-30,"1,00",15000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4770,umid29pf7c,1.0,COMP-0023,Sattel Sport,30.0,500.0,Nos,Nos,PUR-ORD-2024-00114,ulpmdc3aks,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SAT-20240414-8479
MAT-PRE-2024-00093,Velo GmbH,EUR,2023-11-22,"1,00",7500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-7331,umijouliui,1.0,COMP-0027,Vorbau Standardvorbau,15.0,500.0,Nos,Nos,PUR-ORD-2024-00115,ulppt0icis,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-VOR-20240309-7452
MAT-PRE-2024-00094,Velo GmbH,EUR,2023-07-25,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-8452,umiphfnr8h,1.0,COMP-0016,Vorbau Verstellbarer Vorbau,25.0,500.0,Nos,Nos,PUR-ORD-2024-00116,ulpr7k806p,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-VOR-20240314-5581
MAT-PRE-2024-00095,Velo GmbH,EUR,2023-07-19,"1,00",2500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-3098,umiveleagr,1.0,COMP-0009,Griffe Standard,5.0,500.0,Nos,Nos,PUR-ORD-2024-00117,ulpu57hch1,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-GRI-20240315-6499
MAT-PRE-2024-00096,Velo GmbH,EUR,2024-08-13,"1,00",12500.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-9131,umj55iiuhc,1.0,COMP-0020,Sattel Gel,25.0,500.0,Nos,Nos,PUR-ORD-2024-00118,ulq1b8vsed,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SAT-20240329-2284
MAT-PRE-2024-00097,Velo GmbH,EUR,2024-10-07,"1,00",10000.0,00:00:00.000000,MAT-PRE-.YYYY.-,To Bill,SUP-4108,umjbt9e7js,1.0,COMP-0025,Sattel Komfort,20.0,500.0,Nos,Nos,PUR-ORD-2024-00119,ulq4qri1d8,Lager Stuttgart - B,19.0,1406 - Abziehbare Vorsteuer 19 % - B,500.0,Abziehbare Vorsteuer 19 %,On Net Total,Add,Total,BATCH-SAT-20240328-8755
