ID,Credit To,Date,Due Date,Series,Supplier,Item (Items),Accepted Qty (Items),Accepted Qty in Stock UOM (Items),Amount (Items),Amount (Company Currency) (Items),Item Name (Items),Rate (Items),Rate (Company Currency) (Items),UOM (Items),UOM Conversion Factor (Items),Purchase Order (Items),Purchase Order Item (Items),Purchase Receipt (Items),Purchase Receipt Detail (Items),ID (Purchase Taxes and Charges),Account Head (Purchase Taxes and Charges),Add or Deduct (Purchase Taxes and Charges),Consider Tax or Charge for (Purchase Taxes and Charges),Description (Purchase Taxes and Charges),Type (Purchase Taxes and Charges),Expense Head (Items),Deferred Expense Account (Items)
ACC-PINV-2024-00046,3500 - Sonstige Verb. - B,2024-02-06,2024-03-07,ACC-PINV-.YYYY.-,SUP-7885,COMP-0048,500.0,"500,00",12500.0,12500.0,Steuersatz Semi-integriert,25.0,25.0,Nos,1.0,PUR-ORD-2024-00064,ulkvfki5at,MAT-PRE-2024-00045,um95j051bk,PITAX-ACC-PINV-2024-00046,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00047,3500 - Sonstige Verb. - B,2022-07-03,2022-08-02,ACC-PINV-.YYYY.-,SUP-7185,COMP-0022,500.0,"500,00",25000.0,25000.0,Sattelstütze Teleskop,50.0,50.0,Nos,1.0,PUR-ORD-2024-00065,ull2hiojme,MAT-PRE-2024-00046,um9b4j4jo2,PITAX-ACC-PINV-2024-00047,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00048,3500 - Sonstige Verb. - B,2022-06-27,2022-07-27,ACC-PINV-.YYYY.-,SUP-9123,COMP-0007,500.0,"500,00",100000.0,100000.0,Motor Mittelmotor 500W,200.0,200.0,Nos,1.0,PUR-ORD-2024-00066,ull5rpjmho,MAT-PRE-2024-00047,um9hugp66q,PITAX-ACC-PINV-2024-00048,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00049,3500 - Sonstige Verb. - B,2024-07-06,2024-08-05,ACC-PINV-.YYYY.-,SUP-1186,COMP-0024,500.0,"500,00",10000.0,10000.0,"Reifen Straße 28""",20.0,20.0,Nos,1.0,PUR-ORD-2024-00067,ull89h31c4,MAT-PRE-2024-00048,um9n2c41jg,PITAX-ACC-PINV-2024-00049,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00050,3500 - Sonstige Verb. - B,2020-04-02,2020-05-02,ACC-PINV-.YYYY.-,SUP-9946,COMP-0011,500.0,"500,00",90000.0,90000.0,Akku Zusatzakku,180.0,180.0,Nos,1.0,PUR-ORD-2024-00068,ullbjc83g9,MAT-PRE-2024-00049,um9tk54hks,PITAX-ACC-PINV-2024-00050,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00051,3500 - Sonstige Verb. - B,2021-07-31,2021-08-30,ACC-PINV-.YYYY.-,SUP-7559,COMP-0004,500.0,"500,00",50000.0,50000.0,Laufräder 28 Zoll,100.0,100.0,Nos,1.0,PUR-ORD-2024-00069,ulleafn4s0,MAT-PRE-2024-00050,uma3o9odqq,PITAX-ACC-PINV-2024-00051,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00052,3500 - Sonstige Verb. - B,2021-10-11,2021-11-10,ACC-PINV-.YYYY.-,SUP-4365,COMP-0010,500.0,"500,00",7500.0,7500.0,Sattelstütze Starr,15.0,15.0,Nos,1.0,PUR-ORD-2024-00070,ullh2fii3m,MAT-PRE-2024-00051,uma93ptamd,PITAX-ACC-PINV-2024-00052,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00053,3500 - Sonstige Verb. - B,2022-09-20,2022-10-20,ACC-PINV-.YYYY.-,SUP-3188,COMP-0014,500.0,"500,00",20000.0,20000.0,Bremsen Scheibenbremsen mechanisch,40.0,40.0,Nos,1.0,PUR-ORD-2024-00071,ullkto4vo4,MAT-PRE-2024-00052,umafrp2rlo,PITAX-ACC-PINV-2024-00053,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00054,3500 - Sonstige Verb. - B,2022-06-07,2022-07-07,ACC-PINV-.YYYY.-,SUP-1186,COMP-0024,500.0,"500,00",10000.0,10000.0,"Reifen Straße 28""",20.0,20.0,Nos,1.0,PUR-ORD-2024-00072,ullnsl6t3l,MAT-PRE-2024-00053,umam6du1hv,PITAX-ACC-PINV-2024-00054,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00055,3500 - Sonstige Verb. - B,2022-03-19,2022-04-18,ACC-PINV-.YYYY.-,SUP-8452,COMP-0016,500.0,"500,00",12500.0,12500.0,Vorbau Verstellbarer Vorbau,25.0,25.0,Nos,1.0,PUR-ORD-2024-00073,ullqeqof0l,MAT-PRE-2024-00054,umasra4n0g,PITAX-ACC-PINV-2024-00055,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00056,3500 - Sonstige Verb. - B,2020-02-19,2020-03-20,ACC-PINV-.YYYY.-,SUP-4108,COMP-0025,500.0,"500,00",10000.0,10000.0,Sattel Komfort,20.0,20.0,Nos,1.0,PUR-ORD-2024-00074,ulltrprea2,MAT-PRE-2024-00055,umb2a97gd2,PITAX-ACC-PINV-2024-00056,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00057,3500 - Sonstige Verb. - B,2022-04-16,2022-05-16,ACC-PINV-.YYYY.-,SUP-7331,COMP-0028,500.0,"500,00",100000.0,100000.0,Motor Mittelmotor 500W,200.0,200.0,Nos,1.0,PUR-ORD-2024-00075,ulm078c3am,MAT-PRE-2024-00056,umb817e99f,PITAX-ACC-PINV-2024-00057,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00058,3500 - Sonstige Verb. - B,2020-04-17,2020-05-17,ACC-PINV-.YYYY.-,SUP-7171,COMP-0015,500.0,"500,00",7500.0,7500.0,Kette 9-fach,15.0,15.0,Nos,1.0,PUR-ORD-2024-00076,ulm32e09qg,MAT-PRE-2024-00057,umbdqt570m,PITAX-ACC-PINV-2024-00058,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00059,3500 - Sonstige Verb. - B,2020-11-24,2020-12-24,ACC-PINV-.YYYY.-,SUP-7042,COMP-0051,500.0,"500,00",75000.0,75000.0,Gabel Federgabel,150.0,150.0,Nos,1.0,PUR-ORD-2024-00079,ulmck97vq2,MAT-PRE-2024-00058,umbtjho4gk,PITAX-ACC-PINV-2024-00059,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00060,3500 - Sonstige Verb. - B,2023-05-07,2023-06-06,ACC-PINV-.YYYY.-,SUP-7042,COMP-0051,500.0,"500,00",75000.0,75000.0,Gabel Federgabel,150.0,150.0,Nos,1.0,PUR-ORD-2024-00080,ulmf3b5m06,MAT-PRE-2024-00059,umc3neg10l,PITAX-ACC-PINV-2024-00060,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00061,3500 - Sonstige Verb. - B,2019-11-02,2019-12-02,ACC-PINV-.YYYY.-,SUP-5367,COMP-0034,500.0,"500,00",2500.0,2500.0,Griffe Standard,5.0,5.0,Nos,1.0,PUR-ORD-2024-00081,ulmi17j3b0,MAT-PRE-2024-00060,umc98ko7dh,PITAX-ACC-PINV-2024-00061,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00062,3500 - Sonstige Verb. - B,2020-07-28,2020-08-27,ACC-PINV-.YYYY.-,SUP-8452,COMP-0016,500.0,"500,00",12500.0,12500.0,Vorbau Verstellbarer Vorbau,25.0,25.0,Nos,1.0,PUR-ORD-2024-00082,ulmliv23io,MAT-PRE-2024-00061,umcfruakuo,PITAX-ACC-PINV-2024-00062,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00063,3500 - Sonstige Verb. - B,2021-10-01,2021-10-31,ACC-PINV-.YYYY.-,SUP-5367,COMP-0034,500.0,"500,00",2500.0,2500.0,Griffe Standard,5.0,5.0,Nos,1.0,PUR-ORD-2024-00083,ulmo7hpmh1,MAT-PRE-2024-00062,umcl2kfa30,PITAX-ACC-PINV-2024-00063,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00064,3500 - Sonstige Verb. - B,2020-05-14,2020-06-13,ACC-PINV-.YYYY.-,SUP-3188,COMP-0014,500.0,"500,00",20000.0,20000.0,Bremsen Scheibenbremsen mechanisch,40.0,40.0,Nos,1.0,PUR-ORD-2024-00084,ulmr1apfcs,MAT-PRE-2024-00063,umcrrj2lg3,PITAX-ACC-PINV-2024-00064,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00065,3500 - Sonstige Verb. - B,2020-10-30,2020-11-29,ACC-PINV-.YYYY.-,SUP-4770,COMP-0013,500.0,"500,00",40000.0,40000.0,Controller Leistungsstark,80.0,80.0,Nos,1.0,PUR-ORD-2024-00085,ulmupuu165,MAT-PRE-2024-00064,umd1ce8h18,PITAX-ACC-PINV-2024-00065,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00066,3500 - Sonstige Verb. - B,2023-01-17,2023-02-16,ACC-PINV-.YYYY.-,SUP-4365,COMP-0001,500.0,"500,00",12500.0,12500.0,Lenker Flatbar,25.0,25.0,Nos,1.0,PUR-ORD-2024-00086,uln194n1rc,MAT-PRE-2024-00065,umd7dvq82t,PITAX-ACC-PINV-2024-00066,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00067,3500 - Sonstige Verb. - B,2022-12-27,2023-01-26,ACC-PINV-.YYYY.-,SUP-9071,COMP-0003,500.0,"500,00",40000.0,40000.0,Controller Leistungsstark,80.0,80.0,Nos,1.0,PUR-ORD-2024-00087,uln5h5gatd,MAT-PRE-2024-00066,umdca1fa4m,PITAX-ACC-PINV-2024-00067,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00068,3500 - Sonstige Verb. - B,2024-04-27,2024-05-27,ACC-PINV-.YYYY.-,SUP-6297,COMP-0043,500.0,"500,00",17500.0,17500.0,Kurbel 2-fach,35.0,35.0,Nos,1.0,PUR-ORD-2024-00088,uln8aatvo6,MAT-PRE-2024-00067,umdibgimiu,PITAX-ACC-PINV-2024-00068,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00069,3500 - Sonstige Verb. - B,2021-04-18,2021-05-18,ACC-PINV-.YYYY.-,SUP-4108,COMP-0025,500.0,"500,00",10000.0,10000.0,Sattel Komfort,20.0,20.0,Nos,1.0,PUR-ORD-2024-00090,ulne6j24jd,MAT-PRE-2024-00068,umdta0du7j,PITAX-ACC-PINV-2024-00069,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00070,3500 - Sonstige Verb. - B,2022-01-23,2022-02-22,ACC-PINV-.YYYY.-,SUP-9071,COMP-0003,500.0,"500,00",40000.0,40000.0,Controller Leistungsstark,80.0,80.0,Nos,1.0,PUR-ORD-2024-00091,ulnhbu5leo,MAT-PRE-2024-00069,ume3njr4sk,PITAX-ACC-PINV-2024-00070,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00071,3500 - Sonstige Verb. - B,2020-12-16,2021-01-15,ACC-PINV-.YYYY.-,SUP-9071,COMP-0037,500.0,"500,00",90000.0,90000.0,Schaltung 2x11 Rennrad,180.0,180.0,Nos,1.0,PUR-ORD-2024-00092,ulnkql6vjl,MAT-PRE-2024-00070,ume96gu0ib,PITAX-ACC-PINV-2024-00071,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00072,3500 - Sonstige Verb. - B,2023-12-27,2024-01-26,ACC-PINV-.YYYY.-,SUP-8452,COMP-0016,500.0,"500,00",12500.0,12500.0,Vorbau Verstellbarer Vorbau,25.0,25.0,Nos,1.0,PUR-ORD-2024-00093,ulnn4rstip,MAT-PRE-2024-00071,umegjvka81,PITAX-ACC-PINV-2024-00072,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00073,3500 - Sonstige Verb. - B,2022-05-23,2022-06-22,ACC-PINV-.YYYY.-,SUP-7331,COMP-0028,500.0,"500,00",100000.0,100000.0,Motor Mittelmotor 500W,200.0,200.0,Nos,1.0,PUR-ORD-2024-00094,ulnqlq64oi,MAT-PRE-2024-00072,umem568ras,PITAX-ACC-PINV-2024-00073,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00074,3500 - Sonstige Verb. - B,2023-03-12,2023-04-11,ACC-PINV-.YYYY.-,SUP-8367,COMP-0006,500.0,"500,00",25000.0,25000.0,Display LCD,50.0,50.0,Nos,1.0,PUR-ORD-2024-00095,ulnthjb30c,MAT-PRE-2024-00073,umesfmh0it,PITAX-ACC-PINV-2024-00074,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00075,3500 - Sonstige Verb. - B,2020-03-24,2020-04-23,ACC-PINV-.YYYY.-,SUP-9946,COMP-0011,500.0,"500,00",90000.0,90000.0,Akku Zusatzakku,180.0,180.0,Nos,1.0,PUR-ORD-2024-00096,ulo0ro2mld,MAT-PRE-2024-00074,umf26aic7f,PITAX-ACC-PINV-2024-00075,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00076,3500 - Sonstige Verb. - B,2024-09-11,2024-10-11,ACC-PINV-.YYYY.-,SUP-9131,COMP-0020,500.0,"500,00",12500.0,12500.0,Sattel Gel,25.0,25.0,Nos,1.0,PUR-ORD-2024-00097,ulo4omjnn3,MAT-PRE-2024-00075,umf89012mk,PITAX-ACC-PINV-2024-00076,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00077,3500 - Sonstige Verb. - B,2021-05-17,2021-06-16,ACC-PINV-.YYYY.-,SUP-1347,COMP-0029,500.0,"500,00",12500.0,12500.0,Lenker Flatbar,25.0,25.0,Nos,1.0,PUR-ORD-2024-00098,ulo7n9d0jg,MAT-PRE-2024-00076,umfej1hc6s,PITAX-ACC-PINV-2024-00077,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00078,3500 - Sonstige Verb. - B,2020-06-30,2020-07-30,ACC-PINV-.YYYY.-,SUP-4108,COMP-0035,500.0,"500,00",12500.0,12500.0,"Reifen Gravel 29""",25.0,25.0,Nos,1.0,PUR-ORD-2024-00099,uloacsb38b,MAT-PRE-2024-00077,umfk213vhn,PITAX-ACC-PINV-2024-00078,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00079,3500 - Sonstige Verb. - B,2024-08-17,2024-09-16,ACC-PINV-.YYYY.-,SUP-1347,COMP-0029,500.0,"500,00",12500.0,12500.0,Lenker Flatbar,25.0,25.0,Nos,1.0,PUR-ORD-2024-00100,ulodda1u10,MAT-PRE-2024-00078,umfqsq76sk,PITAX-ACC-PINV-2024-00079,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00080,3500 - Sonstige Verb. - B,2019-11-29,2019-12-29,ACC-PINV-.YYYY.-,SUP-2823,COMP-0032,500.0,"500,00",30000.0,30000.0,Controller Standard,60.0,60.0,Nos,1.0,PUR-ORD-2024-00101,ulogs5s8b2,MAT-PRE-2024-00079,umg0n1bgga,PITAX-ACC-PINV-2024-00080,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00081,3500 - Sonstige Verb. - B,2021-04-29,2021-05-29,ACC-PINV-.YYYY.-,SUP-4108,COMP-0035,500.0,"500,00",12500.0,12500.0,"Reifen Gravel 29""",25.0,25.0,Nos,1.0,PUR-ORD-2024-00102,uloj7uab7d,MAT-PRE-2024-00080,umg5i55ph1,PITAX-ACC-PINV-2024-00081,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00082,3500 - Sonstige Verb. - B,2023-12-08,2024-01-07,ACC-PINV-.YYYY.-,SUP-9946,COMP-0044,500.0,"500,00",20000.0,20000.0,Schaltung 7-Gang,40.0,40.0,Nos,1.0,PUR-ORD-2024-00103,ulol3v29o1,MAT-PRE-2024-00081,umgbig2k66,PITAX-ACC-PINV-2024-00082,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00083,3500 - Sonstige Verb. - B,2023-05-01,2023-05-31,ACC-PINV-.YYYY.-,SUP-4365,COMP-0001,500.0,"500,00",12500.0,12500.0,Lenker Flatbar,25.0,25.0,Nos,1.0,PUR-ORD-2024-00104,uloobitlu5,MAT-PRE-2024-00082,umghdv4enu,PITAX-ACC-PINV-2024-00083,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00084,3500 - Sonstige Verb. - B,2024-08-24,2024-09-23,ACC-PINV-.YYYY.-,SUP-8367,COMP-0006,500.0,"500,00",25000.0,25000.0,Display LCD,50.0,50.0,Nos,1.0,PUR-ORD-2024-00105,ulors91pi6,MAT-PRE-2024-00083,umgn3bs95h,PITAX-ACC-PINV-2024-00084,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
ACC-PINV-2024-00085,3500 - Sonstige Verb. - B,2023-09-24,2023-10-24,ACC-PINV-.YYYY.-,SUP-5367,COMP-0034,500.0,"500,00",2500.0,2500.0,Griffe Standard,5.0,5.0,Nos,1.0,PUR-ORD-2024-00106,uloujvna92,MAT-PRE-2024-00084,umgt5lh01v,PITAX-ACC-PINV-2024-00085,1406 - Abziehbare Vorsteuer 19 % - B,Add,Total,Abziehbare Vorsteuer 19 %,On Net Total,"5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B","5000 - Aufwendungen f. Roh-, Hilfs- und Betriebsstoffe und f. bezogene Waren - B"
