ID,Company,Currency,Date,Exchange Rate,Series,Status,Supplier,Title,ID (Items),Amount (Items),Item Code (Items),Item Name (Items),Quantity (Items),Rate (Items),Required By (Items),Stock UOM (Items),UOM (Items),UOM Conversion Factor (Items),Set Target Warehouse
PUR-ORD-2023-58364,Velo GmbH,EUR,2023-12-28,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-8134,Purchase Order for SUP-8134,POITEM-2023-73345,3655.04,COMP-0028,Motor Mittelmotor 500W,64,57.11,2024-01-04,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-31672,Velo GmbH,EUR,2023-02-06,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-9123,Purchase Order for SUP-9123,POITEM-2023-25498,10630.98,COMP-0019,Display Smartphone-Integration,54,196.87,2023-02-13,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-56050,Velo GmbH,EUR,2023-07-02,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-2583,Purchase Order for SUP-2583,POITEM-2023-64410,10789.52,COMP-0014,Bremsen Scheibenbremsen mechanisch,56,192.67,2023-07-09,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-42016,Velo GmbH,EUR,2023-10-17,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-4312,Purchase Order for SUP-4312,POITEM-2023-20027,4374.92,COMP-0041,Controller Standard,22,198.86,2023-10-24,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-59876,Velo GmbH,EUR,2023-03-10,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-3098,Purchase Order for SUP-3098,POITEM-2023-01994,906.36,COMP-0033,Controller Leistungsstark,26,34.86,2023-03-17,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-95749,Velo GmbH,EUR,2023-03-03,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-3829,Purchase Order for SUP-3829,POITEM-2023-57043,8466.26,COMP-0024,"Reifen Straße 28""",58,145.97,2023-03-10,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-49850,Velo GmbH,EUR,2023-02-19,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-9946,Purchase Order for SUP-9946,POITEM-2023-65551,9115.65,COMP-0027,Vorbau Standardvorbau,47,193.95,2023-02-26,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-05495,Velo GmbH,EUR,2023-05-10,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-5273,Purchase Order for SUP-5273,POITEM-2023-87010,10653.3,COMP-0008,Motor Nabenmotor Vorderrad,57,186.9,2023-05-17,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-06874,Velo GmbH,EUR,2023-09-08,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-8452,Purchase Order for SUP-8452,POITEM-2023-81218,860.2,COMP-0034,Griffe Standard,10,86.02,2023-09-15,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-32241,Velo GmbH,EUR,2023-06-04,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-4312,Purchase Order for SUP-4312,POITEM-2023-14092,2784.04,COMP-0041,Controller Standard,14,198.86,2023-06-11,Nos,Nos,"1,00",Lager Stuttgart - B
PUR-ORD-2023-73642,Velo GmbH,EUR,2023-09-07,"1,00",PUR-ORD-.YYYY.-,To Receive and Bill,SUP-5367,Purchase Order for SUP-5367,POITEM-2023-37749,984.72,COMP-0031,Vorbau Standardvorbau,24,41.03,2023-09-14,Nos,Nos,"1,00",Lager Stuttgart - B
